age;gender;inccat;ed;marital;savings
56;Женский;25 - 49;Неполное среднее;Не женат (не замужем);14,2
35;Мужской;50 - 74;Среднее специальное;Женат (замужем);25,6
55;Женский;25 - 49;Среднее;Не женат (не замужем);18,4
27;Мужской;25 - 49;Среднее;Женат (замужем);13,3
51;Мужской;75+;Среднее;Женат (замужем);61,9
34;Женский;18 - 24;Среднее;Женат (замужем);10,9
40;Мужской;75+;Среднее;Женат (замужем);49,2
42;Женский;50 - 74;Среднее специальное;Не женат (не замужем);26,4
44;Мужской;25 - 49;Среднее;Не женат (не замужем);23,7
25;Женский;25 - 49;Незаконченное высшее;Женат (замужем);21
57;Мужской;25 - 49;Неполное среднее;Женат (замужем);20,9
28;Женский;18 - 24;Неполное среднее;Женат (замужем);10,7
31;Мужской;25 - 49;Среднее специальное;Женат (замужем);16,4
30;Женский;18 - 24;Незаконченное высшее;Женат (замужем);6,6
38;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);16,2
37;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);18,6
26;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);8,5
61;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);11,3
33;Мужской;75+;Незаконченное высшее;Не женат (не замужем);51,1
52;Мужской;50 - 74;Среднее специальное;Женат (замужем);31,2
51;Мужской;75+;Незаконченное высшее;Женат (замужем);50,4
51;Мужской;75+;Среднее специальное;Не женат (не замужем);59,8
59;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);16,9
46;Женский;25 - 49;Неполное среднее;Женат (замужем);18,5
18;Женский;18 - 24;Среднее;Не женат (не замужем);6,6
19;Мужской;18 - 24;Среднее;Не женат (не замужем);10,3
45;Мужской;25 - 49;Среднее специальное;Женат (замужем);22
35;Женский;25 - 49;Среднее специальное;Не женат (не замужем);19,8
48;Женский;75+;Среднее специальное;Не женат (не замужем);37,8
38;Женский;75+;Среднее;Не женат (не замужем);71,4
47;Мужской;75+;Незаконченное высшее;Не женат (не замужем);39,8
41;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);16,8
51;Мужской;75+;Среднее;Не женат (не замужем);56,4
26;Женский;18 - 24;Среднее;Женат (замужем);7,4
51;Мужской;18 - 24;Неполное среднее;Женат (замужем);9,8
46;Женский;50 - 74;Неполное среднее;Женат (замужем);27,1
32;Мужской;18 - 24;Высшее, ученая степень;Не женат (не замужем);10,4
27;Мужской;25 - 49;Высшее, ученая степень;Женат (замужем);14,1
28;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);22,6
31;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);18,9
46;Женский;75+;Среднее;Женат (замужем);82,3
38;Женский;18 - 24;Среднее;Не женат (не замужем);8,8
28;Женский;18 - 24;Незаконченное высшее;Женат (замужем);10,5
42;Мужской;50 - 74;Неполное среднее;Женат (замужем);34,6
21;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);6,6
44;Мужской;25 - 49;Неполное среднее;Женат (замужем);16,3
64;Мужской;75+;Среднее;Женат (замужем);74,3
32;Женский;50 - 74;Среднее специальное;Женат (замужем);27,3
38;Мужской;50 - 74;Среднее;Женат (замужем);36,9
35;Женский;25 - 49;Среднее;Женат (замужем);22,9
23;Мужской;50 - 74;Неполное среднее;Женат (замужем);27,1
24;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);9
27;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);7,6
48;Мужской;50 - 74;Среднее;Женат (замужем);31,9
42;Мужской;75+;Незаконченное высшее;Не женат (не замужем);54,8
60;Женский;25 - 49;Среднее;Женат (замужем);16,7
61;Мужской;18 - 24;Среднее;Женат (замужем);6,4
53;Женский;25 - 49;Среднее специальное;Не женат (не замужем);15
27;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);22,6
63;Мужской;75+;Среднее;Не женат (не замужем);75,9
39;Женский;50 - 74;Среднее;Женат (замужем);32,9
66;Женский;18 - 24;Неполное среднее;Женат (замужем);5
34;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);37,2
36;Женский;25 - 49;Неполное среднее;Женат (замужем);17,3
42;Женский;75+;Среднее специальное;Женат (замужем);63,6
46;Женский;75+;Незаконченное высшее;Женат (замужем);64,5
31;Женский;25 - 49;Незаконченное высшее;Женат (замужем);15,3
28;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);45
36;Женский;50 - 74;Среднее;Женат (замужем);28,1
39;Женский;25 - 49;Незаконченное высшее;Женат (замужем);24,2
44;Мужской;50 - 74;Неполное среднее;Женат (замужем);26,1
47;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);35,3
39;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);12,9
41;Женский;75+;Неполное среднее;Женат (замужем);42,9
39;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);15,3
28;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);14,5
62;Мужской;75+;Среднее;Не женат (не замужем);76,5
53;Женский;75+;Среднее;Не женат (не замужем);74,6
20;Женский;18 - 24;Среднее специальное;Не женат (не замужем);10,8
70;Мужской;75+;Среднее специальное;Женат (замужем);78,5
74;Мужской;18 - 24;Среднее;Женат (замужем);10,7
25;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);6,3
52;Мужской;50 - 74;Среднее;Не женат (не замужем);27,5
61;Мужской;25 - 49;Неполное среднее;Женат (замужем);16
28;Мужской;25 - 49;Среднее;Женат (замужем);17,6
39;Мужской;75+;Незаконченное высшее;Женат (замужем);39,4
52;Женский;25 - 49;Среднее специальное;Не женат (не замужем);14
38;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);26,1
26;Мужской;18 - 24;Среднее;Женат (замужем);5,9
29;Женский;25 - 49;Среднее специальное;Женат (замужем);17,8
41;Женский;75+;Незаконченное высшее;Женат (замужем);42,7
31;Женский;50 - 74;Среднее;Женат (замужем);31,6
34;Женский;18 - 24;Высшее, ученая степень;Женат (замужем);7,3
26;Женский;18 - 24;Среднее специальное;Не женат (не замужем);12,3
37;Мужской;75+;Среднее специальное;Женат (замужем);91,2
29;Женский;25 - 49;Незаконченное высшее;Женат (замужем);18,5
36;Мужской;25 - 49;Среднее;Не женат (не замужем);19,5
34;Мужской;25 - 49;Среднее;Женат (замужем);21
40;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);27
43;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);27,7
34;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);18
40;Мужской;75+;Среднее;Не женат (не замужем);44,3
47;Мужской;75+;Среднее;Не женат (не замужем);96,3
64;Мужской;18 - 24;Неполное среднее;Женат (замужем);7,3
27;Женский;18 - 24;Неполное среднее;Женат (замужем);11,8
35;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);28,4
62;Женский;50 - 74;Среднее;Женат (замужем);35,8
47;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);13,7
25;Женский;18 - 24;Неполное среднее;Женат (замужем);10,9
31;Женский;25 - 49;Неполное среднее;Не женат (не замужем);15
31;Женский;50 - 74;Среднее специальное;Женат (замужем);26,5
48;Женский;50 - 74;Среднее;Женат (замужем);28,6
41;Мужской;50 - 74;Среднее специальное;Женат (замужем);31,9
31;Мужской;50 - 74;Среднее;Женат (замужем);28,8
52;Женский;25 - 49;Среднее;Не женат (не замужем);14,2
56;Женский;75+;Незаконченное высшее;Не женат (не замужем);76,4
67;Мужской;25 - 49;Среднее;Не женат (не замужем);17,7
53;Женский;75+;Среднее;Женат (замужем);62,2
33;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);30,1
39;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);30,8
72;Женский;75+;Незаконченное высшее;Женат (замужем);89,9
40;Женский;75+;Высшее, ученая степень;Женат (замужем);45,1
24;Женский;25 - 49;Незаконченное высшее;Женат (замужем);15,2
40;Мужской;25 - 49;Среднее;Не женат (не замужем);18,7
26;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);19
34;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);8,6
21;Мужской;18 - 24;Среднее специальное;Женат (замужем);10
43;Женский;50 - 74;Высшее, ученая степень;Женат (замужем);32,9
49;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);21
58;Женский;18 - 24;Среднее специальное;Женат (замужем);8,5
52;Женский;75+;Среднее специальное;Не женат (не замужем);50,3
45;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);25,6
35;Мужской;75+;Среднее;Женат (замужем);54,3
45;Женский;25 - 49;Неполное среднее;Женат (замужем);19,6
38;Женский;75+;Среднее;Не женат (не замужем);60
21;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);12
71;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);28,8
61;Женский;75+;Среднее;Не женат (не замужем);74,9
26;Женский;18 - 24;Неполное среднее;Не женат (не замужем);9,1
40;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);22,8
22;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);11,3
41;Женский;50 - 74;Среднее специальное;Женат (замужем);26,6
30;Женский;25 - 49;Среднее специальное;Женат (замужем);12,3
60;Женский;75+;Среднее специальное;Не женат (не замужем);72,1
43;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);54,7
41;Женский;50 - 74;Среднее;Женат (замужем);26,7
29;Мужской;75+;Среднее;Не женат (не замужем);37
25;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);15,3
33;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);21,5
35;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);27,3
24;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);10,6
66;Мужской;18 - 24;Среднее;Женат (замужем);5
51;Женский;75+;Незаконченное высшее;Не женат (не замужем);72,8
47;Женский;75+;Высшее, ученая степень;Не женат (не замужем);95,1
24;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);13,3
26;Женский;18 - 24;Среднее специальное;Женат (замужем);8,9
38;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);21,9
33;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);16,7
47;Женский;25 - 49;Среднее;Женат (замужем);14,3
25;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);16,2
49;Мужской;75+;Среднее специальное;Женат (замужем);74,4
36;Женский;25 - 49;Высшее, ученая степень;Женат (замужем);19,7
43;Женский;25 - 49;Среднее;Не женат (не замужем);16,4
66;Мужской;75+;Среднее;Женат (замужем);61,3
23;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);16
41;Мужской;25 - 49;Среднее;Не женат (не замужем);16,5
35;Женский;25 - 49;Среднее;Женат (замужем);12,7
33;Женский;75+;Среднее;Женат (замужем);56,6
57;Женский;75+;Среднее;Не женат (не замужем);76
35;Женский;25 - 49;Неполное среднее;Не женат (не замужем);22,9
62;Мужской;75+;Неполное среднее;Женат (замужем);77,2
30;Мужской;25 - 49;Среднее;Женат (замужем);19
32;Мужской;50 - 74;Среднее;Не женат (не замужем);28,1
54;Мужской;25 - 49;Среднее;Женат (замужем);23,7
35;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);15,9
63;Мужской;75+;Незаконченное высшее;Женат (замужем);88,8
28;Женский;18 - 24;Среднее специальное;Не женат (не замужем);10,5
43;Мужской;75+;Среднее;Женат (замужем);74,5
49;Женский;75+;Незаконченное высшее;Женат (замужем);48,4
32;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);15,2
50;Мужской;75+;Высшее, ученая степень;Женат (замужем);83,7
29;Женский;25 - 49;Незаконченное высшее;Женат (замужем);14,6
34;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);16,8
27;Мужской;25 - 49;Среднее;Не женат (не замужем);15
23;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);29,1
55;Женский;25 - 49;Неполное среднее;Женат (замужем);12,6
50;Женский;75+;Среднее;Женат (замужем);53,3
24;Женский;25 - 49;Незаконченное высшее;Женат (замужем);12,6
61;Женский;75+;Неполное среднее;Не женат (не замужем);72,6
34;Мужской;75+;Неполное среднее;Не женат (не замужем);44
38;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);71,1
28;Мужской;18 - 24;Среднее;Женат (замужем);11,9
39;Мужской;75+;Неполное среднее;Не женат (не замужем);48,8
21;Женский;18 - 24;Среднее специальное;Не женат (не замужем);9,5
47;Женский;50 - 74;Неполное среднее;Женат (замужем);27,9
58;Женский;75+;Незаконченное высшее;Женат (замужем);67,9
38;Женский;25 - 49;Среднее;Женат (замужем);20,5
32;Женский;18 - 24;Неполное среднее;Не женат (не замужем);11
37;Женский;25 - 49;Высшее, ученая степень;Женат (замужем);24
45;Женский;75+;Среднее специальное;Не женат (не замужем);38,3
22;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);14,4
34;Мужской;25 - 49;Среднее;Не женат (не замужем);15,9
35;Женский;18 - 24;Среднее;Женат (замужем);10,7
48;Женский;18 - 24;Неполное среднее;Женат (замужем);12,2
47;Женский;25 - 49;Неполное среднее;Женат (замужем);19,4
36;Женский;18 - 24;Среднее;Не женат (не замужем);12,1
29;Женский;18 - 24;Среднее специальное;Не женат (не замужем);9
52;Мужской;75+;Среднее специальное;Не женат (не замужем);49,2
31;Женский;18 - 24;Неполное среднее;Не женат (не замужем);9,5
39;Мужской;75+;Среднее специальное;Не женат (не замужем);43,4
19;Женский;18 - 24;Среднее;Женат (замужем);9,4
46;Мужской;75+;Среднее;Не женат (не замужем);75
45;Женский;50 - 74;Высшее, ученая степень;Женат (замужем);36,1
52;Женский;75+;Незаконченное высшее;Не женат (не замужем);57,2
39;Женский;75+;Среднее специальное;Не женат (не замужем);45,3
51;Женский;25 - 49;Среднее специальное;Не женат (не замужем);16,2
48;Женский;25 - 49;Высшее, ученая степень;Не женат (не замужем);13,1
52;Женский;75+;Высшее, ученая степень;Не женат (не замужем);81,8
57;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);36,2
37;Женский;25 - 49;Неполное среднее;Женат (замужем);19,5
42;Мужской;50 - 74;Среднее;Не женат (не замужем);29,3
39;Мужской;75+;Неполное среднее;Женат (замужем);48,7
35;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);31,9
53;Женский;25 - 49;Неполное среднее;Женат (замужем);16,4
51;Мужской;75+;Неполное среднее;Женат (замужем);60,9
47;Мужской;25 - 49;Среднее;Женат (замужем);18,3
61;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);7,5
31;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);15,9
37;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);20,4
27;Мужской;25 - 49;Среднее специальное;Женат (замужем);13,4
49;Мужской;75+;Незаконченное высшее;Женат (замужем);53,2
24;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);17,8
40;Женский;50 - 74;Неполное среднее;Не женат (не замужем);31,8
23;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);10,5
29;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);22,9
34;Женский;18 - 24;Неполное среднее;Женат (замужем);9,9
45;Мужской;25 - 49;Среднее;Женат (замужем);19,1
44;Мужской;50 - 74;Неполное среднее;Женат (замужем);26,7
58;Мужской;25 - 49;Неполное среднее;Женат (замужем);15
45;Женский;25 - 49;Неполное среднее;Женат (замужем);16,5
49;Мужской;75+;Неполное среднее;Женат (замужем);51,5
68;Мужской;18 - 24;Среднее;Не женат (не замужем);5,5
24;Женский;18 - 24;Неполное среднее;Не женат (не замужем);8
20;Мужской;25 - 49;Среднее специальное;Женат (замужем);16,5
32;Мужской;25 - 49;Среднее;Женат (замужем);20,6
56;Мужской;25 - 49;Неполное среднее;Женат (замужем);20,4
20;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);8,9
40;Мужской;75+;Среднее специальное;Женат (замужем);78,5
54;Мужской;75+;Среднее;Не женат (не замужем);47,5
54;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);26,7
45;Женский;25 - 49;Среднее;Женат (замужем);24,3
45;Мужской;75+;Среднее специальное;Не женат (не замужем);60,4
71;Мужской;18 - 24;Неполное среднее;Женат (замужем);5,4
52;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);20,5
39;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);12,2
32;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);11,6
43;Женский;50 - 74;Неполное среднее;Не женат (не замужем);28,2
26;Мужской;18 - 24;Среднее;Не женат (не замужем);10,6
29;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);14,7
46;Мужской;75+;Незаконченное высшее;Женат (замужем);44,5
51;Женский;25 - 49;Среднее специальное;Женат (замужем);15,5
51;Мужской;18 - 24;Незаконченное высшее;Женат (замужем);8,9
28;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);10,9
25;Женский;18 - 24;Среднее;Не женат (не замужем);8,1
31;Женский;50 - 74;Среднее специальное;Женат (замужем);31,4
46;Женский;75+;Среднее специальное;Женат (замужем);85,3
22;Мужской;25 - 49;Среднее;Не женат (не замужем);13,5
45;Женский;75+;Высшее, ученая степень;Не женат (не замужем);43
54;Мужской;75+;Среднее;Женат (замужем);98,4
41;Женский;25 - 49;Среднее специальное;Не женат (не замужем);20,7
47;Женский;75+;Среднее;Не женат (не замужем);93,4
47;Мужской;50 - 74;Среднее специальное;Женат (замужем);34,6
53;Женский;75+;Среднее;Женат (замужем);50,9
38;Женский;25 - 49;Среднее специальное;Женат (замужем);17,5
52;Мужской;75+;Неполное среднее;Женат (замужем);45,1
59;Женский;18 - 24;Неполное среднее;Не женат (не замужем);10,1
23;Мужской;18 - 24;Среднее;Женат (замужем);9
49;Женский;50 - 74;Среднее;Женат (замужем);25,1
31;Женский;18 - 24;Неполное среднее;Женат (замужем);9,2
70;Мужской;25 - 49;Среднее;Не женат (не замужем);14,8
60;Женский;75+;Среднее;Не женат (не замужем);78,8
47;Женский;25 - 49;Неполное среднее;Не женат (не замужем);15,7
56;Женский;75+;Незаконченное высшее;Женат (замужем);67,6
29;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);17,3
63;Мужской;50 - 74;Неполное среднее;Женат (замужем);30,3
35;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);40,2
30;Мужской;25 - 49;Среднее;Не женат (не замужем);20,2
25;Женский;18 - 24;Незаконченное высшее;Женат (замужем);9,4
22;Мужской;25 - 49;Среднее специальное;Женат (замужем);14,7
43;Женский;50 - 74;Среднее;Не женат (не замужем);24,8
37;Женский;50 - 74;Среднее;Женат (замужем);25,1
40;Женский;75+;Неполное среднее;Женат (замужем);38,1
37;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);23
63;Женский;25 - 49;Незаконченное высшее;Не женат (не замужем);18,6
41;Женский;50 - 74;Среднее;Женат (замужем);25,7
47;Мужской;75+;Среднее специальное;Женат (замужем);89,7
57;Женский;75+;Среднее специальное;Женат (замужем);51,8
41;Мужской;75+;Незаконченное высшее;Не женат (не замужем);54,2
55;Женский;25 - 49;Среднее;Женат (замужем);22,9
39;Женский;75+;Среднее;Не женат (не замужем);72,8
56;Женский;75+;Незаконченное высшее;Не женат (не замужем);99,7
37;Мужской;25 - 49;Неполное среднее;Женат (замужем);18,6
59;Женский;75+;Среднее;Не женат (не замужем);64,6
32;Мужской;25 - 49;Среднее;Не женат (не замужем);15,8
36;Мужской;75+;Среднее;Женат (замужем);39,4
47;Женский;25 - 49;Неполное среднее;Женат (замужем);23,2
33;Женский;75+;Высшее, ученая степень;Женат (замужем);67,7
34;Мужской;50 - 74;Среднее специальное;Женат (замужем);26,4
54;Мужской;50 - 74;Среднее;Не женат (не замужем);35,8
50;Женский;25 - 49;Неполное среднее;Женат (замужем);12,9
37;Женский;50 - 74;Среднее;Не женат (не замужем);26,7
37;Женский;50 - 74;Среднее;Женат (замужем);32,3
44;Мужской;75+;Среднее;Не женат (не замужем);74,8
45;Мужской;75+;Неполное среднее;Женат (замужем);79,6
37;Женский;50 - 74;Среднее специальное;Женат (замужем);31,5
41;Женский;50 - 74;Незаконченное высшее;Женат (замужем);28,2
33;Мужской;25 - 49;Неполное среднее;Женат (замужем);15,3
27;Женский;18 - 24;Среднее;Не женат (не замужем);10,8
35;Женский;25 - 49;Среднее специальное;Не женат (не замужем);20,9
52;Женский;18 - 24;Среднее специальное;Не женат (не замужем);11
61;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);25,5
52;Мужской;75+;Среднее специальное;Не женат (не замужем);58,5
55;Женский;75+;Среднее специальное;Женат (замужем);69,7
28;Женский;25 - 49;Среднее;Не женат (не замужем);13,7
21;Женский;25 - 49;Среднее специальное;Женат (замужем);12,9
38;Мужской;75+;Среднее специальное;Женат (замужем);39,4
35;Мужской;18 - 24;Неполное среднее;Женат (замужем);11,5
42;Женский;25 - 49;Незаконченное высшее;Женат (замужем);21,9
31;Женский;25 - 49;Среднее;Женат (замужем);18,2
68;Женский;18 - 24;Неполное среднее;Не женат (не замужем);4,6
51;Мужской;50 - 74;Среднее;Женат (замужем);36,7
33;Мужской;25 - 49;Среднее;Не женат (не замужем);17,4
31;Женский;25 - 49;Среднее;Женат (замужем);18
49;Мужской;50 - 74;Среднее;Женат (замужем);27,1
63;Мужской;18 - 24;Среднее;Женат (замужем);10
38;Женский;18 - 24;Неполное среднее;Не женат (не замужем);10
33;Мужской;75+;Незаконченное высшее;Женат (замужем);37,3
61;Мужской;25 - 49;Незаконченное высшее;Не женат (не замужем);12,7
38;Мужской;25 - 49;Среднее;Женат (замужем);24,2
49;Мужской;25 - 49;Среднее;Не женат (не замужем);22,1
28;Мужской;50 - 74;Незаконченное высшее;Женат (замужем);25,9
42;Мужской;50 - 74;Среднее специальное;Не женат (не замужем);27
28;Женский;25 - 49;Среднее специальное;Женат (замужем);14,7
36;Женский;75+;Незаконченное высшее;Не женат (не замужем);50,8
29;Мужской;18 - 24;Среднее;Не женат (не замужем);11,5
33;Женский;25 - 49;Неполное среднее;Не женат (не замужем);18,1
39;Женский;18 - 24;Неполное среднее;Женат (замужем);11,3
50;Женский;75+;Среднее специальное;Не женат (не замужем);84,8
66;Мужской;75+;Среднее;Не женат (не замужем);41,9
47;Женский;75+;Среднее;Женат (замужем);58,9
57;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);17,7
45;Мужской;75+;Неполное среднее;Не женат (не замужем);40
32;Женский;25 - 49;Незаконченное высшее;Женат (замужем);23,8
39;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);28,3
34;Женский;25 - 49;Незаконченное высшее;Женат (замужем);17
49;Мужской;75+;Высшее, ученая степень;Не женат (не замужем);75,2
59;Мужской;18 - 24;Среднее;Не женат (не замужем);10,9
32;Женский;25 - 49;Среднее;Женат (замужем);12,9
55;Женский;75+;Незаконченное высшее;Не женат (не замужем);67
29;Женский;25 - 49;Неполное среднее;Женат (замужем);15,9
61;Женский;18 - 24;Среднее;Не женат (не замужем);9,5
42;Мужской;50 - 74;Среднее;Женат (замужем);28
31;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);15
51;Женский;25 - 49;Неполное среднее;Не женат (не замужем);15,6
28;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);27,6
38;Женский;25 - 49;Неполное среднее;Женат (замужем);17,6
38;Мужской;75+;Среднее специальное;Не женат (не замужем);40,4
51;Мужской;25 - 49;Неполное среднее;Не женат (не замужем);19,1
64;Мужской;50 - 74;Среднее;Женат (замужем);30
61;Мужской;75+;Незаконченное высшее;Женат (замужем);47,6
53;Женский;75+;Среднее;Не женат (не замужем);73,7
30;Женский;25 - 49;Незаконченное высшее;Женат (замужем);23
55;Мужской;75+;Среднее;Не женат (не замужем);48,7
53;Женский;50 - 74;Неполное среднее;Женат (замужем);31,3
54;Мужской;75+;Среднее;Не женат (не замужем);74,4
33;Женский;18 - 24;Среднее;Женат (замужем);12,4
30;Мужской;18 - 24;Среднее специальное;Не женат (не замужем);10,8
40;Женский;75+;Незаконченное высшее;Не женат (не замужем);71,3
58;Женский;50 - 74;Среднее специальное;Не женат (не замужем);27
68;Женский;25 - 49;Среднее;Не женат (не замужем);14,1
24;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);27,3
35;Мужской;18 - 24;Среднее;Женат (замужем);11,1
21;Женский;18 - 24;Среднее специальное;Женат (замужем);9,3
29;Женский;75+;Среднее специальное;Женат (замужем);47,9
57;Женский;50 - 74;Среднее специальное;Не женат (не замужем);35,6
57;Мужской;18 - 24;Среднее;Женат (замужем);10,1
35;Мужской;18 - 24;Высшее, ученая степень;Женат (замужем);8,5
41;Мужской;25 - 49;Среднее специальное;Женат (замужем);17,7
59;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);37
67;Мужской;75+;Среднее специальное;Женат (замужем);68,6
40;Женский;75+;Неполное среднее;Не женат (не замужем);58,9
59;Женский;18 - 24;Незаконченное высшее;Женат (замужем);5,5
30;Мужской;25 - 49;Незаконченное высшее;Женат (замужем);14,4
25;Женский;18 - 24;Среднее;Женат (замужем);10
38;Мужской;18 - 24;Незаконченное высшее;Не женат (не замужем);8,6
58;Женский;75+;Среднее специальное;Не женат (не замужем);74,7
24;Женский;18 - 24;Среднее;Женат (замужем);9,5
39;Женский;25 - 49;Среднее специальное;Не женат (не замужем);19,5
57;Женский;25 - 49;Среднее;Не женат (не замужем);13,7
70;Мужской;18 - 24;Неполное среднее;Женат (замужем);6,9
40;Мужской;18 - 24;Среднее;Не женат (не замужем);10
33;Женский;25 - 49;Неполное среднее;Не женат (не замужем);21,1
49;Женский;25 - 49;Среднее специальное;Не женат (не замужем);14,3
54;Мужской;75+;Среднее специальное;Не женат (не замужем);55,2
40;Мужской;50 - 74;Неполное среднее;Не женат (не замужем);25,1
26;Мужской;18 - 24;Неполное среднее;Не женат (не замужем);10
43;Мужской;75+;Незаконченное высшее;Не женат (не замужем);78,4
50;Женский;25 - 49;Среднее специальное;Женат (замужем);16,6
60;Мужской;18 - 24;Среднее;Не женат (не замужем);8,9
52;Женский;75+;Высшее, ученая степень;Женат (замужем);44
53;Мужской;75+;Незаконченное высшее;Женат (замужем);68,9
27;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);21,8
41;Мужской;75+;Незаконченное высшее;Не женат (не замужем);49,9
45;Мужской;75+;Среднее специальное;Не женат (не замужем);60,2
45;Женский;25 - 49;Неполное среднее;Не женат (не замужем);15,6
64;Мужской;75+;Среднее;Не женат (не замужем);85,4
37;Женский;50 - 74;Высшее, ученая степень;Не женат (не замужем);28,9
42;Мужской;18 - 24;Среднее;Не женат (не замужем);8,5
48;Мужской;50 - 74;Незаконченное высшее;Не женат (не замужем);25
43;Женский;75+;Среднее;Женат (замужем);52,2
60;Женский;75+;Среднее специальное;Не женат (не замужем);74,4
44;Женский;25 - 49;Среднее специальное;Женат (замужем);20,7
41;Мужской;75+;Среднее;Не женат (не замужем);58,1
66;Женский;18 - 24;Незаконченное высшее;Не женат (не замужем);9,5
31;Женский;50 - 74;Незаконченное высшее;Не женат (не замужем);26,3
29;Мужской;25 - 49;Среднее специальное;Не женат (не замужем);18,4
39;Мужской;75+;Среднее;Не женат (не замужем);51,7
28;Мужской;50 - 74;Высшее, ученая степень;Не женат (не замужем);26,3
39;Мужской;25 - 49;Среднее;Женат (замужем);22
62;Женский;18 - 24;Среднее;Не женат (не замужем);4,3
28;Женский;18 - 24;Среднее специальное;Не женат (не замужем);8,4
36;Мужской;25 - 49;Среднее;Женат (замужем);21,2
30;Мужской;25 - 49;Среднее;Не женат (не замужем);17,9
29;Мужской;25 - 49;Высшее, ученая степень;Не женат (не замужем);16,8
