Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Sales Channel
QY46560,Arizona,2152.081322,No,Basic,Bachelor,26.02.2011,Unemployed,M,0,Suburban,Single,65,8,50,0,1,Personal Auto,Agent
PD79570,Oregon,4334.210791,No,Premium,Bachelor,21.02.2011,Unemployed,F,0,Suburban,Single,116,6,87,0,1,Personal Auto,Agent
IM78342,Oregon,8630.696198,No,Extended,College,13.01.2011,Unemployed,F,0,Suburban,Married,122,19,72,2,3,Personal Auto,Branch
NT19879,Arizona,4766.940473,No,Basic,Bachelor,18.02.2011,Medical Leave,F,29177,Suburban,Married,64,5,20,2,5,Personal Auto,Call Center
SW98498,California,10439.49667,No,Extended,College,19.01.2011,Employed,M,88233,Urban,Single,88,32,22,0,2,Personal Auto,Call Center
WL42517,Washington,3747.060981,No,Basic,College,02.10.2011,Unemployed,F,0,Suburban,Single,107,17,81,0,1,Personal Auto,Call Center
LR82946,Oregon,6617.139741,No,Basic,Bachelor,14.01.2011,Unemployed,M,0,Suburban,Single,195,20,61,0,1,Personal Auto,Branch
KT61396,California,3821.819872,No,Extended,College,16.01.2011,Employed,F,79189,Rural,Married,95,20,50,0,1,Corporate Auto,Branch
GD56260,Oregon,2863.04871,No,Basic,Master,02.04.2011,Employed,F,41077,Rural,Married,71,3,14,0,1,Personal Auto,Agent
YD45660,Arizona,9420.965855,No,Basic,Bachelor,15.02.2011,Employed,F,47048,Suburban,Married,118,0,37,0,3,Personal Auto,Call Center
XN50058,California,8767.626534,No,Premium,Doctor,21.01.2011,Employed,M,45484,Suburban,Single,111,31,28,0,8,Corporate Auto,Agent
QO61775,California,4571.610619,No,Basic,Master,02.01.2011,Employed,M,79453,Rural,Single,115,11,47,0,1,Personal Auto,Agent
PZ67684,Arizona,14514.00519,No,Basic,College,02.05.2011,Employed,F,88753,Suburban,Single,181,6,21,0,3,Personal Auto,Agent
IK77998,Washington,2588.435037,No,Basic,High School or Below,20.01.2011,Unemployed,M,0,Suburban,Single,74,7,63,0,1,Personal Auto,Agent
FL96333,Nevada,6243.089247,No,Extended,College,01.07.2011,Employed,M,73945,Urban,Married,78,21,76,0,8,Personal Auto,Web
EI58541,Washington,2719.506996,Yes,Basic,College,24.01.2011,Retired,F,14030,Suburban,Married,72,11,3,0,1,Personal Auto,Branch
WW68250,Oregon,2719.260911,No,Basic,Bachelor,21.02.2011,Employed,M,81799,Suburban,Married,68,23,97,0,1,Personal Auto,Agent
XT19780,Oregon,4803.777507,No,Basic,High School or Below,16.02.2011,Disabled,F,23634,Suburban,Married,62,4,25,0,9,Personal Auto,Branch
SE44262,California,2856.948797,No,Extended,Bachelor,27.01.2011,Unemployed,M,0,Suburban,Married,78,26,14,0,1,Personal Auto,Agent
GO86980,Oregon,5169.558551,No,Basic,Bachelor,01.04.2011,Employed,F,56334,Suburban,Married,65,35,72,0,3,Corporate Auto,Call Center
ZB69355,Oregon,4082.704584,No,Basic,Bachelor,13.02.2011,Medical Leave,F,23206,Suburban,Married,107,31,60,0,1,Personal Auto,Call Center
TM12486,Oregon,2959.950094,No,Extended,High School or Below,01.01.2011,Retired,M,28140,Suburban,Single,85,23,5,0,1,Personal Auto,Web
NB86870,Arizona,16468.22079,Yes,Basic,High School or Below,27.01.2011,Unemployed,F,0,Suburban,Divorced,63,4,52,0,2,Personal Auto,Agent
SS12362,California,12779.06199,No,Extended,High School or Below,01.06.2011,Unemployed,M,0,Suburban,Single,88,16,8,0,2,Special Auto,Agent
VW58299,California,12168.74492,No,Basic,Bachelor,02.05.2011,Retired,M,14973,Suburban,Divorced,115,2,75,0,2,Personal Auto,Branch
TG37039,Oregon,6240.664762,No,Extended,Bachelor,23.02.2011,Unemployed,F,0,Suburban,Single,87,31,9,0,9,Personal Auto,Branch
RO25639,Nevada,5442.744248,No,Basic,Doctor,02.03.2011,Employed,F,25884,Urban,Married,69,18,36,3,9,Personal Auto,Branch
JK35644,Oregon,3551.792574,No,Extended,Master,29.01.2011,Disabled,M,11607,Urban,Single,96,19,38,0,1,Corporate Auto,Agent
DK69871,Nevada,24138.05975,No,Basic,Master,13.02.2011,Employed,M,53691,Urban,Divorced,67,13,48,0,2,Personal Auto,Call Center
OU43146,Oregon,15415.04407,No,Basic,Bachelor,01.10.2011,Employed,M,89464,Suburban,Married,194,17,40,1,3,Personal Auto,Agent
KN47424,Oregon,5517.199137,No,Basic,High School or Below,27.01.2011,Employed,F,60596,Urban,Married,71,20,78,4,3,Personal Auto,Agent
ZX80668,Nevada,13448.80973,No,Basic,Bachelor,01.10.2011,Employed,M,43720,Suburban,Single,117,5,90,1,2,Personal Auto,Branch
OI80614,California,6689.022728,No,Extended,High School or Below,13.02.2011,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Agent
JA44693,Oregon,7222.850848,No,Basic,College,21.02.2011,Unemployed,F,0,Suburban,Divorced,68,5,36,0,2,Personal Auto,Branch
FI61059,Oregon,4311.416903,No,Basic,College,13.02.2011,Unemployed,M,0,Suburban,Single,67,0,71,1,3,Personal Auto,Call Center
ZF81243,Nevada,4376.363592,No,Premium,Bachelor,28.02.2011,Employed,F,63774,Rural,Divorced,111,18,63,0,1,Personal Auto,Agent
XD19934,Oregon,10506.93706,No,Extended,High School or Below,25.02.2011,Employed,M,61650,Rural,Single,88,8,2,0,2,Personal Auto,Web
TA77711,Oregon,8667.090494,No,Basic,College,01.09.2011,Employed,M,31354,Suburban,Married,109,11,23,0,9,Personal Auto,Branch
PS92059,California,5938.511892,No,Basic,Doctor,02.04.2011,Employed,F,44190,Rural,Married,74,17,40,0,3,Corporate Auto,Branch
TT19625,Nevada,15277.47796,No,Basic,Bachelor,01.05.2011,Employed,F,38183,Suburban,Married,191,21,14,0,8,Personal Auto,Branch
EV95033,Oregon,2551.226692,No,Basic,Master,19.01.2011,Employed,M,79751,Suburban,Married,63,15,67,0,1,Special Auto,Web
CS30775,California,4191.06163,No,Basic,High School or Below,01.01.2011,Unemployed,M,0,Suburban,Single,64,3,53,1,7,Personal Auto,Web
CI51999,Arizona,8161.1704,No,Basic,College,01.05.2011,Medical Leave,M,12266,Suburban,Married,114,25,36,1,3,Personal Auto,Branch
HK96298,California,2784.969185,No,Basic,Master,02.04.2011,Employed,M,61807,Rural,Divorced,70,0,96,0,1,Personal Auto,Agent
UO59377,Arizona,10083.48688,No,Extended,High School or Below,19.02.2011,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Agent
OU99581,California,19363.52743,No,Basic,Bachelor,01.06.2011,Employed,M,49945,Rural,Married,70,21,65,0,2,Personal Auto,Call Center
SN63066,Nevada,7154.094304,No,Basic,Bachelor,23.01.2011,Employed,F,28204,Urban,Married,182,30,84,0,1,Personal Auto,Branch
DK92504,Arizona,8779.090552,No,Extended,High School or Below,02.09.2011,Employed,M,54726,Suburban,Married,219,30,69,0,1,Corporate Auto,Branch
DW72437,Oregon,2731.39917,No,Basic,Master,21.02.2011,Employed,F,43386,Urban,Married,68,13,79,0,1,Personal Auto,Call Center
GE49670,Arizona,7429.079194,No,Premium,High School or Below,28.02.2011,Unemployed,M,0,Suburban,Married,101,6,43,0,9,Personal Auto,Branch
TK38409,Nevada,2616.613903,No,Basic,College,25.02.2011,Employed,M,72302,Suburban,Divorced,66,6,27,0,1,Personal Auto,Agent
OD89873,Arizona,8044.872393,No,Basic,Bachelor,19.02.2011,Employed,M,71391,Urban,Married,67,29,39,0,2,Corporate Auto,Agent
KW41658,Arizona,2534.306443,No,Basic,Bachelor,02.07.2011,Employed,M,21606,Suburban,Divorced,71,21,22,3,1,Personal Auto,Call Center
UZ35113,California,10014.02955,No,Extended,Bachelor,26.01.2011,Employed,F,74489,Rural,Married,124,11,36,0,3,Special Auto,Branch
HO81102,Washington,4745.181764,No,Basic,High School or Below,14.02.2011,Employed,M,50549,Suburban,Divorced,61,2,73,0,7,Personal Auto,Agent
SM42781,Arizona,14040.96476,No,Basic,Bachelor,22.02.2011,Unemployed,F,0,Urban,Married,195,9,33,1,5,Personal Auto,Web
TB40283,California,14635.45158,No,Extended,Bachelor,27.02.2011,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Corporate Auto,Call Center
CR76145,California,3885.456401,No,Premium,College,28.02.2011,Unemployed,M,0,Suburban,Married,105,3,92,0,1,Personal Auto,Branch
TK45392,California,5107.163002,No,Basic,Bachelor,26.01.2011,Employed,F,35625,Urban,Married,65,10,56,1,3,Personal Auto,Agent
JN78502,Washington,9384.654502,No,Basic,High School or Below,28.01.2011,Employed,F,25370,Suburban,Married,116,21,64,0,3,Special Auto,Web
KZ60207,Arizona,5007.672425,No,Basic,College,16.01.2011,Employed,M,51523,Suburban,Married,62,31,0,0,3,Personal Auto,Agent
BR50492,Arizona,49423.79557,No,Extended,Bachelor,01.04.2011,Employed,M,85058,Urban,Married,137,34,82,0,2,Personal Auto,Call Center
ES21306,California,8558.927723,No,Extended,Bachelor,02.01.2011,Unemployed,M,0,Suburban,Single,125,10,43,0,9,Personal Auto,Branch
AT29024,California,4892.628631,No,Basic,High School or Below,01.04.2011,Employed,F,27005,Suburban,Married,61,10,72,0,7,Corporate Auto,Agent
NP23146,Arizona,5365.93282,No,Basic,College,22.02.2011,Employed,F,62808,Urban,Married,66,33,37,0,4,Special Auto,Branch
SY48471,California,5163.838813,No,Basic,High School or Below,22.02.2011,Employed,F,88692,Urban,Married,64,29,26,0,5,Personal Auto,Agent
GJ47397,Oregon,38055.20953,No,Basic,High School or Below,02.12.2011,Unemployed,M,0,Suburban,Married,115,21,78,0,2,Special Auto,Agent
CE69971,Oregon,7403.447336,No,Extended,Master,24.02.2011,Medical Leave,F,19064,Rural,Married,98,23,35,1,7,Personal Auto,Agent
GM54859,Oregon,6051.637445,No,Extended,High School or Below,21.01.2011,Unemployed,M,0,Suburban,Single,88,16,80,0,6,Personal Auto,Agent
WY27579,Oregon,7229.329257,No,Extended,Bachelor,01.08.2011,Employed,M,60345,Rural,Single,93,22,10,0,5,Personal Auto,Web
ZT87452,Oregon,3300.607083,No,Extended,Bachelor,19.02.2011,Employed,F,59592,Rural,Divorced,84,8,49,0,1,Personal Auto,Web
JM35350,California,5505.167392,No,Basic,College,02.02.2011,Retired,F,15648,Suburban,Married,73,29,68,1,5,Special Auto,Agent
PT40521,California,4334.064096,Yes,Extended,Bachelor,27.02.2011,Retired,F,23904,Suburban,Single,123,1,67,3,1,Corporate Auto,Agent
TN71469,Oregon,4349.104278,No,Basic,College,02.05.2011,Employed,F,90893,Suburban,Single,110,33,0,0,1,Personal Auto,Web
GE26813,Arizona,4882.073243,No,Basic,High School or Below,01.06.2011,Unemployed,M,0,Suburban,Divorced,66,18,66,0,6,Personal Auto,Call Center
LU37653,Oregon,10114.98621,No,Extended,College,27.01.2011,Employed,F,74001,Urban,Married,84,16,0,0,2,Corporate Auto,Call Center
QW40254,Oregon,5259.709581,No,Basic,College,21.01.2011,Employed,M,28447,Suburban,Married,67,20,99,0,3,Personal Auto,Agent
MH76107,California,4013.945512,No,Basic,College,01.08.2011,Employed,M,56586,Rural,Married,100,33,86,0,1,Personal Auto,Agent
ZH28728,Oregon,6285.019179,No,Premium,Bachelor,29.01.2011,Unemployed,M,0,Suburban,Married,172,5,33,0,1,Personal Auto,Call Center
SF29524,Oregon,4518.782768,No,Basic,Doctor,01.05.2011,Retired,M,19186,Suburban,Divorced,62,10,34,0,5,Personal Auto,Branch
WT21922,Arizona,17738.2012,No,Basic,High School or Below,01.08.2011,Employed,F,65348,Rural,Married,110,35,58,0,2,Corporate Auto,Branch
WZ56476,California,6265.343299,Yes,Extended,Doctor,13.01.2011,Unemployed,F,0,Suburban,Married,84,18,25,1,4,Personal Auto,Agent
PP62909,Oregon,12168.64405,No,Basic,Master,22.02.2011,Unemployed,F,0,Rural,Single,109,28,96,0,2,Special Auto,Agent
XY57950,California,3618.432755,No,Extended,College,28.02.2011,Unemployed,M,0,Suburban,Divorced,99,0,71,0,1,Special Auto,Branch
RA97108,Oregon,6474.826466,No,Extended,High School or Below,13.01.2011,Unemployed,F,0,Suburban,Single,91,21,23,0,3,Personal Auto,Call Center
LT57545,California,5575.198201,No,Basic,College,21.01.2011,Medical Leave,F,18892,Rural,Married,73,33,76,0,5,Personal Auto,Web
MM97107,Oregon,32144.64957,No,Premium,High School or Below,18.01.2011,Medical Leave,M,19066,Suburban,Married,103,5,61,0,2,Personal Auto,Agent
PO26937,Oregon,8223.164916,No,Premium,Bachelor,18.01.2011,Employed,M,95102,Rural,Married,101,6,73,0,8,Corporate Auto,Web
GJ99406,Arizona,7462.926263,Yes,Extended,College,28.01.2011,Employed,F,70263,Rural,Married,93,30,66,0,5,Corporate Auto,Call Center
LU86185,California,9031.214859,Yes,Extended,Master,23.02.2011,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Corporate Auto,Branch
RO82935,Nevada,7028.940001,No,Basic,High School or Below,01.12.2011,Medical Leave,F,18120,Suburban,Married,63,34,90,4,2,Personal Auto,Web
SC47383,Nevada,7406.882612,No,Basic,Bachelor,02.03.2011,Employed,F,38169,Rural,Married,62,18,82,0,2,Corporate Auto,Branch
LV27997,Oregon,7582.113842,Yes,Basic,College,02.03.2011,Employed,M,64801,Urban,Married,64,23,19,0,2,Personal Auto,Web
RJ32720,Arizona,10719.08467,No,Extended,College,25.02.2011,Employed,F,86036,Suburban,Divorced,90,8,20,3,2,Personal Auto,Web
KR90607,Washington,3721.390713,No,Basic,College,26.02.2011,Unemployed,F,0,Suburban,Single,101,16,59,0,1,Personal Auto,Agent
PZ95949,Arizona,3528.044252,Yes,Extended,Doctor,02.01.2011,Employed,M,31278,Suburban,Married,92,24,95,4,1,Personal Auto,Branch
GI25850,Arizona,17085.41462,No,Basic,High School or Below,31.01.2011,Employed,F,20053,Rural,Married,62,2,24,1,2,Personal Auto,Call Center
QH60569,California,11955.39598,No,Extended,College,17.01.2011,Employed,F,71587,Rural,Married,99,1,74,0,2,Personal Auto,Agent
II27516,California,6366.225775,Yes,Extended,High School or Below,01.07.2011,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Call Center
QI21338,Oregon,4669.22664,Yes,Premium,High School or Below,14.02.2011,Employed,F,76157,Suburban,Married,116,15,80,0,1,Personal Auto,Call Center
HG83893,Nevada,9100.731403,No,Basic,High School or Below,02.11.2011,Employed,F,59183,Suburban,Married,113,11,91,0,5,Personal Auto,Agent
RN66346,California,14663.19646,No,Basic,Master,24.01.2011,Employed,M,91015,Rural,Divorced,73,31,30,1,2,Personal Auto,Agent
RS53995,California,7529.863445,No,Basic,College,17.01.2011,Employed,M,52774,Rural,Married,66,16,26,4,2,Corporate Auto,Web
TD90177,Oregon,2647.519741,No,Basic,College,20.02.2011,Employed,M,37876,Urban,Single,69,13,15,0,1,Personal Auto,Agent
FP11025,California,8072.245595,No,Basic,Bachelor,01.10.2011,Employed,F,57938,Urban,Married,101,6,36,0,3,Special Auto,Branch
SA62385,Oregon,7644.684144,No,Extended,High School or Below,01.09.2011,Medical Leave,F,26526,Suburban,Married,99,0,86,0,3,Personal Auto,Call Center
NL68893,California,2485.109896,No,Basic,Bachelor,21.01.2011,Employed,M,76608,Rural,Married,62,2,2,0,1,Personal Auto,Call Center
LA31975,Arizona,13144.49101,No,Basic,College,14.01.2011,Unemployed,M,0,Suburban,Single,194,23,34,0,7,Personal Auto,Branch
RM31359,Oregon,3129.110699,No,Extended,High School or Below,28.02.2011,Employed,F,48056,Suburban,Married,78,15,92,0,1,Corporate Auto,Agent
WM19996,California,8349.523082,No,Basic,Bachelor,01.09.2011,Employed,M,45428,Urban,Divorced,109,2,46,1,3,Corporate Auto,Call Center
SU32452,Arizona,3241.588659,No,Extended,Bachelor,30.01.2011,Employed,F,89196,Rural,Divorced,81,17,52,0,1,Personal Auto,Agent
MZ79386,California,6925.182046,No,Extended,Bachelor,02.05.2011,Employed,F,88893,Rural,Married,86,5,63,0,9,Personal Auto,Call Center
OY15095,Oregon,5098.854489,No,Extended,Bachelor,18.01.2011,Unemployed,M,0,Suburban,Single,97,20,9,4,7,Personal Auto,Agent
UV99893,Arizona,2885.407442,No,Basic,Bachelor,30.01.2011,Employed,F,92722,Rural,Married,72,34,45,1,1,Corporate Auto,Call Center
LD48189,Nevada,5979.724161,No,Extended,High School or Below,02.07.2011,Employed,F,57693,Suburban,Divorced,76,16,56,0,3,Personal Auto,Agent
EK13316,Arizona,5416.413581,No,Basic,Bachelor,02.11.2011,Employed,F,53249,Suburban,Married,67,32,10,0,3,Personal Auto,Web
FE82005,Oregon,2345.129694,No,Basic,Bachelor,16.02.2011,Medical Leave,F,26304,Suburban,Single,63,22,93,0,1,Personal Auto,Call Center
BL44708,California,12556.95366,No,Basic,High School or Below,02.07.2011,Unemployed,F,0,Suburban,Single,70,34,10,0,2,Personal Auto,Branch
PQ65328,Oregon,2839.298304,No,Basic,High School or Below,02.04.2011,Employed,M,71460,Rural,Married,74,11,77,5,1,Personal Auto,Call Center
AA56476,Arizona,5595.389905,No,Basic,High School or Below,02.05.2011,Employed,F,74454,Suburban,Single,71,25,29,0,3,Corporate Auto,Call Center
BL66157,California,3979.718986,No,Extended,Bachelor,02.11.2011,Employed,F,96413,Suburban,Married,99,3,78,0,1,Personal Auto,Web
SN26999,Oregon,10925.82157,No,Extended,High School or Below,28.02.2011,Employed,F,98542,Suburban,Single,90,1,93,0,2,Personal Auto,Agent
TS81548,Oregon,5669.974517,No,Basic,Master,13.01.2011,Employed,F,43416,Suburban,Married,70,7,99,0,5,Personal Auto,Branch
DY34902,Oregon,5168.152276,No,Basic,High School or Below,01.09.2011,Employed,F,81182,Suburban,Single,64,3,45,0,8,Corporate Auto,Branch
SX75100,Arizona,2760.476712,No,Basic,Bachelor,01.09.2011,Employed,M,79065,Urban,Married,69,13,24,0,1,Corporate Auto,Web
LZ98529,Arizona,10382.50368,No,Basic,High School or Below,20.02.2011,Retired,M,11721,Suburban,Divorced,102,2,56,2,2,Personal Auto,Agent
FM10372,California,3816.408655,No,Extended,College,02.06.2011,Employed,F,82414,Rural,Divorced,95,10,85,0,1,Personal Auto,Branch
QX54666,California,11172.49931,No,Basic,High School or Below,19.01.2011,Disabled,M,14533,Suburban,Single,63,4,20,0,2,Personal Auto,Branch
FR48094,Arizona,2456.816127,No,Basic,High School or Below,15.02.2011,Unemployed,M,0,Suburban,Single,73,15,59,0,1,Personal Auto,Branch
FH61723,California,7480.713618,No,Basic,Bachelor,01.12.2011,Employed,F,52513,Rural,Married,65,0,76,3,2,Personal Auto,Web
QY83498,Oregon,2659.70565,No,Extended,College,19.02.2011,Unemployed,F,0,Suburban,Divorced,87,4,4,3,1,Personal Auto,Agent
GC81619,Oregon,4626.801093,No,Basic,Master,16.01.2011,Employed,F,79487,Suburban,Divorced,114,20,87,0,1,Personal Auto,Branch
BD84823,Oregon,12157.32992,No,Premium,High School or Below,27.02.2011,Employed,M,57449,Suburban,Single,103,6,28,0,2,Personal Auto,Agent
EU78163,California,4792.509792,No,Basic,College,16.02.2011,Disabled,F,20181,Suburban,Married,66,8,66,2,3,Personal Auto,Agent
FD34314,Arizona,2821.352024,No,Basic,Bachelor,19.01.2011,Employed,M,73339,Urban,Married,71,0,61,0,1,Corporate Auto,Web
HS74723,Arizona,17441.6378,No,Extended,College,23.01.2011,Employed,F,80969,Suburban,Married,217,1,80,0,3,Personal Auto,Web
LX27768,Oregon,4202.663699,No,Basic,Bachelor,14.01.2011,Employed,F,74057,Suburban,Married,105,12,75,1,1,Personal Auto,Branch
YB91420,Oregon,7851.349465,No,Basic,Bachelor,02.02.2011,Employed,F,32225,Suburban,Married,66,23,90,0,2,Personal Auto,Agent
QA45054,Arizona,8932.317753,No,Basic,High School or Below,18.01.2011,Employed,F,60909,Urban,Married,112,8,94,0,5,Personal Auto,Agent
CO53758,California,5059.987477,No,Basic,High School or Below,15.02.2011,Employed,M,70999,Suburban,Married,63,5,70,0,3,Corporate Auto,Agent
CW57656,Oregon,11196.01927,No,Extended,College,01.10.2011,Employed,F,75457,Rural,Married,93,0,79,0,2,Personal Auto,Agent
MR22119,Oregon,4430.572112,No,Basic,High School or Below,01.07.2011,Employed,M,24059,Suburban,Married,112,31,17,0,1,Personal Auto,Web
DI22093,California,10330.43794,No,Extended,College,01.09.2011,Employed,M,56480,Urban,Married,87,13,62,0,2,Personal Auto,Call Center
PQ35034,Oregon,9918.69966,No,Basic,College,28.02.2011,Employed,F,37586,Rural,Divorced,63,29,90,0,2,Corporate Auto,Branch
XB30904,Arizona,5876.373894,No,Basic,High School or Below,02.09.2011,Employed,M,97026,Rural,Married,73,30,66,0,3,Personal Auto,Call Center
VF15321,Washington,2734.439188,No,Basic,College,15.01.2011,Employed,M,54010,Suburban,Married,69,5,89,0,1,Personal Auto,Branch
LX71137,Arizona,3694.14876,No,Extended,Bachelor,01.01.2011,Employed,F,87485,Suburban,Divorced,92,12,57,0,1,Personal Auto,Branch
SI35064,Washington,9521.676094,No,Basic,Bachelor,17.02.2011,Employed,F,74583,Rural,Married,118,31,20,0,4,Personal Auto,Agent
SI26369,Oregon,4377.532789,No,Basic,College,27.02.2011,Unemployed,M,0,Suburban,Single,64,25,25,0,8,Personal Auto,Call Center
LD69905,Arizona,6431.736287,No,Extended,High School or Below,02.05.2011,Medical Leave,M,21238,Suburban,Married,95,11,38,4,4,Personal Auto,Call Center
VY84895,Nevada,6722.701247,No,Extended,High School or Below,25.01.2011,Unemployed,F,0,Suburban,Single,93,8,48,0,8,Personal Auto,Branch
UA38043,California,2397.036098,No,Basic,High School or Below,29.01.2011,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Branch
WM46083,Arizona,2393.813375,No,Basic,Master,21.02.2011,Employed,M,58237,Urban,Divorced,63,34,22,3,1,Personal Auto,Branch
GQ57207,California,2359.423599,No,Basic,Bachelor,01.11.2011,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Web
CQ80529,Oregon,4080.81891,No,Basic,College,19.02.2011,Employed,F,57283,Urban,Single,106,9,85,1,1,Personal Auto,Web
LN99954,Washington,26999.68099,No,Premium,Master,01.09.2011,Unemployed,M,0,Suburban,Divorced,104,33,19,0,2,Personal Auto,Branch
UF36353,Oregon,10914.20446,No,Extended,College,01.02.2011,Employed,M,71656,Rural,Married,137,3,88,0,8,Special Auto,Branch
IZ24763,Nevada,3445.86241,No,Extended,Bachelor,20.01.2011,Unemployed,F,0,Suburban,Divorced,94,33,95,0,1,Corporate Auto,Web
TU27017,California,6625.28717,No,Extended,Bachelor,14.02.2011,Employed,M,41460,Suburban,Married,83,1,54,0,4,Personal Auto,Branch
WS46887,Washington,20067.40315,No,Premium,Bachelor,17.02.2011,Employed,F,85165,Urban,Single,101,8,81,0,2,Personal Auto,Branch
GQ32356,Nevada,3871.778009,No,Premium,High School or Below,02.06.2011,Unemployed,F,0,Suburban,Single,111,10,75,0,1,Personal Auto,Agent
PZ81131,California,4171.300175,No,Basic,Bachelor,17.01.2011,Employed,F,36723,Suburban,Married,106,13,18,1,1,Personal Auto,Agent
ZW79814,California,6689.022728,No,Extended,High School or Below,13.02.2011,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Agent
KV79964,Arizona,9009.219409,No,Premium,Doctor,22.02.2011,Employed,M,32260,Suburban,Married,113,8,99,0,4,Personal Auto,Branch
WE38399,California,4974.801539,No,Basic,Bachelor,18.01.2011,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Branch
MI13678,Oregon,2506.197852,No,Basic,High School or Below,01.04.2011,Employed,M,92056,Rural,Married,62,21,1,0,1,Personal Auto,Branch
VA63861,California,4967.544169,No,Basic,College,24.01.2011,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Web
EH70612,California,1918.1197,No,Basic,College,15.02.2011,Unemployed,M,0,Suburban,Single,61,2,54,2,1,Personal Auto,Branch
UO40726,Oregon,3146.037899,No,Extended,Bachelor,21.02.2011,Employed,F,28089,Suburban,Single,82,11,72,1,1,Personal Auto,Agent
ZY49833,California,5963.174005,No,Basic,Bachelor,01.06.2011,Employed,F,87020,Urban,Married,74,6,84,0,8,Personal Auto,Web
HZ47488,California,2860.747385,No,Basic,Doctor,18.02.2011,Employed,M,27907,Suburban,Divorced,74,3,38,1,1,Personal Auto,Call Center
LP51258,Oregon,2857.11061,No,Basic,Bachelor,19.01.2011,Employed,F,91811,Urban,Married,70,1,85,0,1,Personal Auto,Call Center
VW65573,California,7630.346461,No,Basic,High School or Below,01.11.2011,Unemployed,M,0,Suburban,Single,111,21,20,0,8,Special Auto,Agent
LV82913,Oregon,5715.787663,No,Basic,College,19.01.2011,Employed,M,69451,Urban,Married,72,3,93,0,5,Corporate Auto,Web
OX53879,Arizona,5113.899098,No,Basic,Bachelor,25.02.2011,Employed,M,92427,Rural,Married,64,2,48,2,3,Personal Auto,Call Center
QV76563,Arizona,5070.227097,No,Basic,Doctor,28.02.2011,Unemployed,F,0,Suburban,Divorced,69,8,24,0,6,Personal Auto,Agent
CP27565,Oregon,12036.62051,No,Basic,Bachelor,02.10.2011,Employed,M,44428,Suburban,Single,104,17,61,0,2,Special Auto,Call Center
LL56632,Oregon,8679.79601,No,Basic,High School or Below,25.02.2011,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Agent
ZG88784,Oregon,4911.458509,No,Basic,College,01.10.2011,Employed,M,52796,Suburban,Divorced,62,6,17,0,3,Corporate Auto,Call Center
FO78512,California,17429.87777,No,Basic,Master,01.09.2011,Employed,M,41775,Rural,Married,109,11,80,0,2,Personal Auto,Web
TX13297,California,2396.219292,No,Basic,Bachelor,01.10.2011,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Corporate Auto,Call Center
RS20615,California,5671.927479,No,Basic,High School or Below,26.01.2011,Employed,F,34974,Urban,Married,71,7,36,0,3,Special Auto,Web
HP77890,Washington,14413.37774,No,Basic,College,02.11.2011,Employed,F,56457,Rural,Single,73,27,68,0,2,Personal Auto,Web
GE45663,Arizona,5217.513287,No,Basic,Bachelor,17.02.2011,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal Auto,Web
UW90223,California,2363.295991,No,Basic,Bachelor,27.02.2011,Employed,F,27839,Suburban,Married,65,20,54,5,1,Personal Auto,Agent
LC58452,California,4655.605831,No,Basic,High School or Below,02.10.2011,Employed,M,88240,Suburban,Divorced,117,3,94,0,1,Personal Auto,Branch
WO25669,Oregon,35692.17157,No,Basic,High School or Below,01.05.2011,Unemployed,F,0,Suburban,Married,102,10,90,0,2,Personal Auto,Branch
NG59515,California,10248.89802,No,Extended,College,29.01.2011,Employed,M,52693,Suburban,Married,129,1,0,0,5,Personal Auto,Branch
AQ52711,Oregon,6897.505859,No,Premium,Bachelor,20.02.2011,Employed,F,65337,Suburban,Married,173,9,22,1,1,Personal Auto,Agent
AU23837,Oregon,5010.37931,No,Basic,Bachelor,19.01.2011,Employed,F,64014,Urban,Single,63,26,27,0,7,Corporate Auto,Agent
NG62780,Oregon,4250.282624,No,Basic,High School or Below,18.01.2011,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Agent
WW16329,Oregon,10208.92761,No,Extended,College,14.02.2011,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Branch
YN46118,Arizona,4961.574919,No,Basic,High School or Below,02.05.2011,Employed,F,20951,Suburban,Single,65,2,50,0,5,Personal Auto,Branch
